post_id,text,timestamp,time,user_id
658178783099641,"700+ TOEIC KHÓ? CÓ ZENLISH LO 😎
📍 ""Dân Công nghệ"" ngoài đổi điểm ra thì ngoại ngữ là điều rất cần thiết cho việc học và đọc tài liệu để áp dụng. Vì thế, sinh viên PTIT thường đặt mục tiêu cao khi học tiếng Anh.Xem thêm
🌱 120 chứng chỉ 700+ Toeic trong tháng 10, chiếm hơn 50% tổng số chứng chỉ đã giúp Zenlish vững vàng hơn trên con đường giúp các bạn học viên nói chung và các bạn sinh viên PTIT nói riêng đạt mục tiêu ngoại ngữ.
🌱Còn chần chờ gì nữa mà không đăng ký học ngay để kịp có chứng chỉ ra trường nào. 🥰

Chi tiết tham khảo tại : https://bom.so/ld7mTz

-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\

ZENLISH - TOEIC 4 KỸ NĂNG SỐ 1 HÀ NỘI

Zenlish tự hào là trung tâm có nhiều học viên đạt chứng chỉ quốc tế nhất Hà Nội năm 2022 & 2023

☎️Hotline: 0988 202 904

🏢Cơ sở 1: Số 9/25, ngõ 629 Kim Mã, Ba Đình, Hà Nội

🏢Cơ sở 2: Số 5, ngõ 128 phố Vọng, Hai Bà Trưng, Hà Nội

🏢Cơ sở 3: Số 56, ngõ 54 Nguyễn Khuyến, Văn Quán, Hà Đông

🏢Cơ sở 4: Số 41 Tây Sơn, Đống Đa, Hà Nội

🏢Cơ sở 5: Số 44 Nguyễn Hoàng, Nam Từ Liêm, Hà Nội

🌐 Website: https://zenlishtoeic.vn/

#Zenlish
#ZenlishHocTOEIC1LanLaDat
#toeic4kynang",1699694239.0,2023-11-11 16:17:19,100042024003239
658120063105513,"Cho iemmm xin in4 tiểu đội trưởng tiểu đội 55 trung đội 19, nhìn anh đẹp trai voãi ofooooo :33 em gục ngã trước vẻ kute của a mất ùiiiiiiii :33 ( em là trai nha anh :3)",1699682427.0,2023-11-11 13:00:27,642690311400750
658148606435992,"Mình đang tìm bạn ghép nhóm để giảm học phí Tiếng anh, bạn nào muốn ghép nhóm liên hệ mình. Các anh chị nào biết trung tâm nào rv cho em với.",1699688360.0,2023-11-11 14:39:20,743649184473264
658193506431502,"📌[MALIBU]📌

Thấy nhiều bạn bị rách túi khi đi học quá
Ghé 407 C8 nhé, chỉ 3k thôi
Rủ nhau mua từ 4 cái trở lên😉",1699696896.0,2023-11-11 17:01:36,100049552389347
657789449805241,ai có khoá ctdl và gt của 28tech ko ạ . pass lại cho mình với,1699622380.0,2023-11-10 20:19:40,210203092104794
656514143266105,C0 nghỉ quá bao nhiêu buổi thì bị cấm thi ạ,1699412365.0,2023-11-08 09:59:25,1567616764046714
657364003181119,"Cho mình xin in4 bạn tiểu đội trưởng trung đội 21 được không ạ mình đổ trước vẻ đẹp của bn í ròiii😢
#ad_duyet_bai_ie
m_dii",1699551503.0,2023-11-10 00:38:23,61550575086924
658090289775157,Lễ độc thân nhưng chúng tôi không cô đơn,1699676535.0,2023-11-11 11:22:15,100033652758220
657654433152076,Anh em đã sẵn sàng săn điểm rèn luyện chưa 💪😁,1699602044.0,2023-11-10 14:40:44,100042024003239
657797826471070,Bạn nào bỏ quên ở giảng đường 104,1699623591.0,2023-11-10 20:39:51,3197306553909966
657820389802147,"Mng ơi mình nãy chơi ma chó có bỏ quên 1 đôi dép màu xám ở sân c7,do tập trung lúc 8h vội quá nên bỏ ấy quên mất. Ai thấy mà nhặt được cmt hoặc ib mình với ạ",1699626491.0,2023-11-10 21:28:11,100041330634250
658083183109201,Ai làm rơi lên 509 c8 chuộc bằng 1 bình nước nhé,1699675177.0,2023-11-11 10:59:37,186683887827320
657631243154395,"Sợ quá
K299 malibu
Anh em nào đợt này về có người yêu cẩn thận
Người hàng xóm kiến trúc ạ 😆😆😵‍💫
Chụp thiếu 13/10/2023",1699597540.0,2023-11-10 13:25:40,1542943823168960
657587649825421,Recap một số hình ảnh tại khu quân sự Xuho cho anh em,1699588821.0,2023-11-10 11:00:21,100042024003239
657996376451215,Bn nào để quên ở 104 giảng đường thì lên 509 C8 nhận lại nhé:>,1699657939.0,2023-11-11 06:12:19,2615871438580877
657682916482561,"Xin in4 2 bạn 👱🏻‍♀️ này ạ
Mik cảm ơn ạ 🫶",1699607767.0,2023-11-10 16:16:07,1005872730531579
657824463135073,"Mọi người ơi, cho em hỏi học quân sự có phải học buổi tối không ạ:((",1699627103.0,2023-11-10 21:38:23,6610421532346419
657833699800816,"Mng ơi, máy này h bán thì đc khoảng bao nhiêu ạ. Máy hỏng pin ạ.
Với cả mng có thể recommend cho e máy nào ok để học TTĐPT kh ạ (tc<20tr). Em k chơi game ạ.",1699628314.0,2023-11-10 21:58:34,161406823723489
657653859818800,Ai tìm tiểu đội trưởng 21 z😗,1699601929.0,2023-11-10 14:38:49,846201497175801
657823786468474,Trường có chỗ nào để xe oto dành cho sinh viên không nhỉ😀 chứ em đi bộ đi học mệt quá..,1699626980.0,2023-11-10 21:36:20,977460853462829
657827813134738,Lúc nãy đi trực về mình nhầm tầng nên trêu nhầm 2 phòng😓Mong các đồng chí bỏ qua ạ😭,1699627561.0,2023-11-10 21:46:01,731963568758834
656501566600696,"Chào mọi người. Mình đi quân sự đợt 2 nên muốn xin một vài gợi ý ạ.
-Cách chia phòng như thế nào?
-Nên mang những gì (thuốc, đồ ăn,…)
-Điều kiện về tóc (mình tóc ngắn hơi xoăn chút)
Cảm ơn mọi người!!",1699409947.0,2023-11-08 09:19:07,2064515690664314
657801503137369,Ai biết in4 bạn dancer p209 c9 mọi người bảo bạn nhảy bài gánh mẹ đỉnh còn đz,1699624215.0,2023-11-10 20:50:15,1407427356793486
657798296471023,Anh chị khoá trước ai có đề GT1 giữa kì cô Dung không ạ? Cho em xin với ☺️,1699623663.0,2023-11-10 20:41:03,666339348741924
657712723146247,Xin in4 tiểu đội trưởng 60 đz ( ngơ ngơ cute ),1699612995.0,2023-11-10 17:43:15,988538959118420
656674993250020,Bạn nam nào giặt đồ ở c6 mà mất quần lót qua phòng 410 c9 nhận lại nha 😁,1699442289.0,2023-11-08 18:18:09,100008368831608
657770953140424,Bạn nào lấy nhầm bộ quân phục có chữ Phong 407 C9 ở chỗ mác quần áo không ạ,1699620685.0,2023-11-10 19:51:25,1584997778572485
657723149811871,"Ngưng duyệt các bài xin intu tại malibu đợt 1 🤕
Chi tiết cmt xuống đây",1699614715.0,2023-11-10 18:11:55,100042024003239
657731869810999,Cho mình hỏi đề thi QPAN 40 mã là khác nhau hoàn toàn hay là chỉ đổi vị trí câu đi từ 1 đề thôi ạ?,1699616144.0,2023-11-10 18:35:44,1672544569906295
657602976490555,"Trưa nay đi ăn cơm bạn nữ bạn cán bộ đại đội có giọng ""dễ nghe"" thế nhỉ😀 Ai có in4 bạn này cho tôi xin làm quen",1699591701.0,2023-11-10 11:48:21,678978030880929
657262573191262,"Thôi nào các đồng chí malibu K300, đừng đăng bài xin in4 bạn tóc đỏ nữa, làm phiền ngta thế đủ rồi. Mọi người thử đặt mình vào tình huống của bạn xem, mình thấy chuyện này đi quá xa rồi. Lúc đầu chỉ thấy 1,2 bạn đăng giờ thì đi đâu cũng thấy cảm giác cứ bị lố ý. Cũng không có ý chỉ trích ai cả, đây chỉ là ykr thôi.",1699542368.0,2023-11-09 22:06:08,100032893165524
657253049858881,"Ae tránh ra bạn tóc đỏ của tôi @H
🤣🤣",1699541418.0,2023-11-09 21:50:18,309826671846931
657602896490563,Pass quần áo thể dục size XXL đồ như mới(50k) ai quan tâm . mình ib,1699591681.0,2023-11-10 11:48:01,355388900312098
657568806493972,Mọi người cho em hỏi trường có xét tuyển nghành cntt hệ vhvl nữa không ạ,1699585152.0,2023-11-10 09:59:12,100069580320812
657020366548816,xin review kiểm tra gki toán cc thầy dương ạ!!!🥹🥹,1699505542.0,2023-11-09 11:52:22,1671060026739899
657657726485080,"Anh em tim và cmttt cho CLB VHNT tại IT FEST nào 💪🤫

FPT Software Academy
10 tháng 11 lúc 14:35 ·

Học viện Công nghệ Bưu chính Viễn thông - ĐỘI THI CULART

💎 Bình chọn tiết mục được yêu thích nhất tại 𝐈𝐓 𝐅𝐄𝐒𝐓 - 𝐔𝐧𝐢𝐯𝐞𝐫𝐬𝐢𝐭𝐲 𝐃𝐚𝐧𝐜𝐞 𝐂𝐨𝐦𝐩𝐞𝐭𝐢𝐭𝐢𝐨𝐧 tại đây.

🌟 Đội thi được yêu thích nhất tại IT FEST - University DanceXem thêm Competition năm nay sẽ nhận được những phần quà vô cùng hấp dẫn cùng GIẢI THƯỞNG TRỊ GIÁ 5.000.000Đ. Hãy bình chọn cho đội thi bạn yêu thích nhất bằng cách thức sau:
💠 CÁCH THỨC BÌNH CHỌN
B1: Like và follow fanpage FPT Software Academy
B2: Tương tác bằng cách like, share video ở chế độ Công khai

✨ Ngoài ra, điểm tổng của vòng bình chọn sẽ chiếm 30% điểm chung cuộc của toàn bộ cuộc thi.

💠 LƯU Ý:
- Thứ tự xếp hạng theo tổng lượt tiếp cận và tương tác.
- Mọi hành vi gian lận, hack… Xem thêm",1699602630.0,2023-11-10 14:50:30,100042024003239
657001959883990,"Xin in tư bạn mặc áo khoác Đan Phượng hôm nay ở 403-A3 ạ. Mà trường mình có nhiều ĐP không ạ, chấm xuống đi mình làm quen =)))",1699501954.0,2023-11-09 10:52:34,818949920024388
657557869828399,Mấy bạn học Course 0 tiếng anh cho t xin rv về TK ED với,1699583202.0,2023-11-10 09:26:42,745203374113395
657587653158754,"Bùi Nhật Mai‎D23 Học Viện Công Nghệ Bưu Chính Viễn Thông Hà Nội (PTIT)
10 tháng 11 lúc 11:00 ·
Tùy chọn khác",1699588821.0,2023-11-10 11:00:21,100042024003239
657287916522061,Oke t là tóc đỏ được chưa,1699544884.0,2023-11-09 22:48:04,1233870217280263
657587666492086,"Bùi Nhật Mai‎D23 Học Viện Công Nghệ Bưu Chính Viễn Thông Hà Nội (PTIT)
10 tháng 11 lúc 11:00 ·
Tùy chọn khác",1699588821.0,2023-11-10 11:00:21,100042024003239
657587656492087,"Bùi Nhật Mai‎D23 Học Viện Công Nghệ Bưu Chính Viễn Thông Hà Nội (PTIT)
10 tháng 11 lúc 11:00 ·
Tùy chọn khác",1699588821.0,2023-11-10 11:00:21,100042024003239
657287359855450,Top những thứ bí ẩn tại Malibu lúc này: intu bạn tóc đỏ,1699544847.0,2023-11-09 22:47:27,100042024003239
655605363356983,Trung bình sinh viên Thanh Hoá khi lên Hà Nội học:,1699242306.0,2023-11-06 10:45:06,100042024003239
656373653280154,"Xin in4 bạn nữ tóc đỏ đeo kính đi quân sự đợt này với .
Định tự mò mà mãi không thấy.",1699382582.0,2023-11-08 01:43:02,307580118835272
655294606721392,Top1 điều thú vị cần phải trải nghiệm ở Malibu:,1699195719.0,2023-11-05 21:48:39,100037648460053
657248853192634,"Đi xuống cầu thang chợt bắt gặp ánh mắt của bạn nữ bước ra từ phòng 106.. lúc đó đã biết bạn là người đó của mình. Bạn ấy mặc chiếc áo phông màu be có kẻ đen nhìn siêu dễ thương, ai có in4 bản cho mình xin với ạ !!!
>////<",1699540979.0,2023-11-09 21:42:59,1006513807321038
657571343160385,Mọi ng cho mink hỏi ở ao sen có chỗ nào chụp ảnh thẻ k nhỉ😥,1699585670.0,2023-11-10 10:07:50,852058366495162
657151253202394,"Nay đi ăn cơm em bị ngta cướp mất đồ
Cụ thể là mất trái tym này ạ
Ai có in4 bạn tóc đỏ cute cho em xin vớii",1699531228.0,2023-11-09 19:00:28,668480865391890
657555806495272,anh chị ơi em sắp đi thi Toeic để đổi điểm T12 thì em nên luyện ets nào ạ em thấy có nhiều ets quá,1699582817.0,2023-11-10 09:20:17,3417923275086248
657473523170167,Chữ người tử tù 😞,1699568322.0,2023-11-10 05:18:42,100034571955013
657264889857697,"Đề nghị đồng chí 👩🔴 bớt xinh lại
Thầy 📣nghiêm nhìn trước thẳng mà mọi người toàn 👀 👉👩‍🦰thoii🤦‍♂️",1699542617.0,2023-11-09 22:10:17,894589028849355
657241969859989,"Em đi quân sự về rồi học toeic thì có kịp đổi điểm cho t1 hay không ạ, em mất gốc muốn đổi luôn 4 học phần anh chị cho em rv với",1699540281.0,2023-11-09 21:31:21,268579412342554
657275579856628,"Thấy mn cứ xin in tư bạn nữ tóc đỏ nào ấy, còn mình thì cần xin in tư bạn nữ đá cầu.. dạo này cứ lén ra sân nhìn mà không thấy bạn ấy đâu :< tương tư mất rồi 😓",1699543644.0,2023-11-09 22:27:24,981660326277280
656053756645477,Cho em xin cách xử lí thông minh nhất khi bị trai IT cắm sừng ạ 🙂 em đang rất mất bình tĩnh đây mọi người ơi,1699327349.0,2023-11-07 10:22:29,2141715466177508
656595399924646,"anh chị ơi em đang tìm việc sau đi quân sự về có chị này tự nhiên nhắn với em ntn, em có nên đi làm ở đây k ạ, anh chị cho em xin rv với",1699427960.0,2023-11-08 14:19:20,3635137746768211
656755966575256,Đã thử cả 3 nhưng vẫn chưa có bồ :) chắc do cơ địa,1699454371.0,2023-11-08 21:39:31,100042024003239
657212823196237,"Mọi người ơi cho em xin review về ktx trường mình với ạ
Tiện cho em xin phương thức đăng kí
Em cảm ơn",1699537486.0,2023-11-09 20:44:46,728546629122105
657095829874603,"Các bạn muốn nghe câu chuyện của vị khách mời nào trong show triển lãm diễn ra tại khuôn viên trường P vào cuối tháng 11 này?

Mắt Tròn Mắt Dẹt
8 tháng 11 lúc 16:00 ·

[DỰ ĐOÁN KHÁCH MỜI DIỄN GIẢ TALKSHOW]

NGƯỜI ẤY LÀ AIIIIII 🤔?
🔥 Với chủ đề “TikTok - Một chiếc “profile"" thời đại số"", liệu ai sẽ là diễn giả khách mời góp mặt trong chương trình Talkshow?

👉 Dưới đây là nhữngXem thêm Tiktoker và Content creator nổi tiếng và có kinh nghiệm thực chiến lâu năm. Hãy cùng chúng mình dự đoán xem ai sẽ là vị khách mời đặc biệt cho sự kiện lần này nhé!

-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\
Đón chờ những hoạt động sắp tới của chúng mình tại:
► Kênh fanpage chính thức: Mắt Tròn Mắt Dẹt
► Kênh fanpage đơn vị đồng tổ chức: CLB Văn Hóa Nghệ Thuật PTIT
► Email: mattronmatdet2023@gmail.com
► Hotline: 0934.761.341 (Mr. Tấn Dũng) - 0352.502.602 (Ms. Đỗ Huyền)
#mattronmatdet",1699520874.0,2023-11-09 16:07:54,100006657222400
657140533203466,Mn ơi cho em xin ảnh đồ ăn tối nay ở malibu đi ạ (9/11),1699529531.0,2023-11-09 18:32:11,649676826778958
657137046537148,anh chị cho e hỏi thầy quang môn tin học coi chặt k ạ với học thầy ôn trong sách là đủ thi gki chưa ạ,1699528920.0,2023-11-09 18:22:00,773575511152476
639564218294431,"Xin phép Ad e đăng bài ẩn danh vì nhạy cảm
Hôm trước mình có thấy bài hỏi về TT tiếng anh mình cũng đang đi tìm hiểu thì thấy một chị cmt nếu muốn xin review thì ib chị ý thì mình có ib hỏi thì ngoài Tata mìnhXem thêm có tham khảo một số TT quanh trường như Ms Hoa, Zenlish, Cô Dung,.. vì nhiều trung tâm quá không biết chọn cái nào, thì sau đó chị ý chia sẻ là bạn bè hay bản thân đã từng học các trung tâm đó và tất cả TT đều có phốt rồi dạy mẹo các thứ rồi sau đó chị giới thiệu một TT bảo là uy tín (Trung tâm The Bxx ) nhưng khi mình sang tham khảo thì học phí cũng khá lớn vì vừa đóng học phí xong nữa nên cũng băn khoăn về có hỏi bạn cùng lớp thì cũng được nhắn với kịch bản như thế mình mới tá hoả là cùng một kịch bản để bán hàng để lùa. Nên mình đăng lên đây để mọi người cẩn thận kẻo bị lừa. (Bên dưới là ảnh tin nhắn của mình và bạn :)) )
CÓ BẠN NÀO ĐƯỢC CHĂM SÓC NHƯ MÌNH KHÔNG? TA CHÀO NHAU CÁI",1696680756.0,2023-10-07 19:12:36,869378947892880
656120403305479,"Có bạn nào giỏi toán cc khong, chỉ tớ với😞😞",1699340602.0,2023-11-07 14:03:22,1007897163999981
657016133215906,Ai ở malibu chơi beatbox ko:v,1699504650.0,2023-11-09 11:37:30,823730846139682
655683033349216,Cập nhật tình hình thi cử của anh em tại Malibu lúc này,1699258765.0,2023-11-06 15:19:25,100042024003239
657002483217271,"Mn ơi cho e hỏi, giờ e muốn xin giấy báo nhập học với giấy chứng nhận của trường thì làm như thế nào ạ",1699502075.0,2023-11-09 10:54:35,986879332414501
656668309917355,Ac cho e hỏi cô Dung dạy giải tích ktra GK có khó k ạ? Cho e xin ít lời khuyên với ạ,1699441240.0,2023-11-08 18:00:40,158405084021026
656697519914434,Bạn nào giặt xong thấy thiếu đồ lót thì hãy tới 403 C7 để ngỏ lời đón em nó về với gia đình,1699445838.0,2023-11-08 19:17:18,100072869993052
656666933250826,18h nhưng trung đội nào đó vẫn chưa được ăn,1699440973.0,2023-11-08 17:56:13,1335091880729294
656715176579335,bh có long bào v mn,1699448290.0,2023-11-08 19:58:10,1411162146412685
656674596583393,"Dành cho các PTITer trường mình tham gia SK của TP Hà Nội và UNESCO nha 💖
TUYỂN CTV SỰ KIỆN, TRUYỀN THÔNG, ĐỐI NGOẠI
HANOI FASHION JOURNEY - LỄ HỘI THIẾT KẾ SÁNG TẠO HÀ NỘI 2023
📩Link đăng ký: … Xem thêmhttps://forms.gle/Yz2uxPaYk3kuX3pt8
🌟Hanoi Fashion Journey là show thời trang thuộc khuôn khổ của chuỗi sự kiện Lễ hội thiết kế sáng tạo Hà Nội 2023 - Quy tụ các BST đặc sắc nhất của khối 6 trường đại học công trọng điểm về giảng dạy Thời trang cùng tham gia trình diễn.
⏰ Thời gian:
➤ Vòng đơn: Từ 06/11/2023 đến hết ngày 12.11.2023
➤ Công tác chuẩn bị: từ 06.11.2023 đến 19.11.2023 (Đa phần hoạt động Online)
➤ Rehearsal: Thứ 7 ngày 18.11.2023
➤ Fashion show: 19h00 - 22h00, Chủ nhật ngày 19.11.2023
📍Địa điểm: Nhà ga xe lửa Gia Lâm (Ngọc Lâm, Long Biên) - tại Cầu Lăn Chìm - địa điểm số 3 (Khu vực ngoài trời)
⭐️Các vị trí CTV:
➤ CTV Sự kiện: Logistic, Backstage
➤ CTV Truyền thông: Content, Designer, Media, Photographer, Camera man, hậu kỳ...
➤ CTV Đối ngoại, hành chính: Chăm sóc khách mời, quản lý nhân sự, hành chính…
👉 Mọi thắc mắc liên hệ Fanpage: Diễn đàn Sinh viên Thời trang Việt Nam",1699442234.0,2023-11-08 18:17:14,100049237111521
656281479956038,Mn cho e hỏi lm bài tập ed xong nó ms hiện mid test ạ tại e chx lm bt ed và cụng k thấy bài mid test E học cousre 0 ạ,1699368059.0,2023-11-07 21:40:59,1542983996505034
655739643343555,Ông nào học Course 0 chú ý làm bài Midtest nhé 🗿,1699269863.0,2023-11-06 18:24:23,100042024003239
656613903256129,"Mn ơi. Cho em hỏi Phòng y tế trường ở đâu vậy ạ
Em cảm ơn mn nhiều",1699431301.0,2023-11-08 15:15:01,1408105810136435
656053133312206,Em thấy mọi người hay bảo học Toeic thi 2 kỹ năng Lis Và Read rồi mới học tới Wrt và Spk nhưng mà e muốn học rồi thi luôn cả 4 kỹ năng có ổn không ạ 🙁 Tại thi 2 đợt e hơi ngại đi lại ạ.,1699327242.0,2023-11-07 10:20:42,297815083108866
654802940103892,"Cách để 10 điểm nội vụ vệ sinh
Cre: in",1699108458.0,2023-11-04 21:34:18,100093683628366
656493779934808,Tham gia hội thao có đc cộng điểm rl k ạ,1699408311.0,2023-11-08 08:51:51,648128317415079
654724146778438,Cầu thang trái 2-3 C8 🤫,1699096844.0,2023-11-04 18:20:44,907213204093566
656182733299246,Malibu có ai chơi V ko cho tui xin 1 slot,1699352358.0,2023-11-07 17:19:18,1049437149583845
652705530313633,"Mọi người ơi, mình đang có dự định đi học thêm tiếng anh bên ngoài ấy ạ mà h còn mông lung quá nên muốn hỏi xin ý kiến của mn xem sao á. Mà tiện thì nếu ai cũng đang có dự định học thì có thể thả tym hoặc bình luận (mình sẽ chủ động liên hệ nha) để cùng tìm hiểu và nếu đc thì cùng học chung luôn với nhau cho đỡ nản á^^",1698742730.0,2023-10-31 15:58:50,1071274990900231
656514886599364,"Cho em hỏi các CLB trường mình có tuyển sinh đợt 2 ko ạ 🥲
Nhìn các bạn được anh chị lên thăm mà tủi thân.",1699412494.0,2023-11-08 10:01:34,373374281783905
654584503459069,Sinh viên trường P khi biết về kt giải tích 🥲,1699070271.0,2023-11-04 10:57:51,100050043740984
655672780016908,"tớ đang muốn tìm bạn để học cùng á, cụ thể là giải tích, đại số ạ
tớ là nữ, có bạn nào cùng ngành học cùng tớ càng vui, khác ngành cũng được ạ 😔
bạn nào muốn học cùng có thể cmt ở dưới tớ sẽ nhắn cho nhá",1699256595.0,2023-11-06 14:43:15,859810099131888
656172076633645,Ac cho e hỏi phần recording 1 và writing 1 trên tài khoản ED là ở đâu và làm kiểu gì ạ,1699350377.0,2023-11-07 16:46:17,699106745686732
656178873299632,Sau quân sự kiếm được kha khá 😏,1699351607.0,2023-11-07 17:06:47,2010662062646605
656075196643333,"Nay các ông cháu thi bắn súng như nào rồii, flex điểm phát đê",1699331194.0,2023-11-07 11:26:34,100037648460053
656022923315227,"cho mình hỏi là trường mình có được đổi điểm nữa đúng k ạ? Mình mới thi xong nên đang dự định học toeic để đổi 4 học phần, tiện cho mình xin review một vài trung tâm uy tín nhiều anh chị trường mình học với ạ",1699321954.0,2023-11-07 08:52:34,668073368810253
